@relation optdigits-weka.filters.supervised.attribute.NominalToBinary-weka.filters.unsupervised.attribute.RandomProjection-N50-R42-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute K11 numeric
@attribute K12 numeric
@attribute K13 numeric
@attribute K14 numeric
@attribute K15 numeric
@attribute K16 numeric
@attribute K17 numeric
@attribute K18 numeric
@attribute K19 numeric
@attribute K20 numeric
@attribute K21 numeric
@attribute K22 numeric
@attribute K23 numeric
@attribute K24 numeric
@attribute K25 numeric
@attribute K26 numeric
@attribute K27 numeric
@attribute K28 numeric
@attribute K29 numeric
@attribute K30 numeric
@attribute K31 numeric
@attribute K32 numeric
@attribute K33 numeric
@attribute K34 numeric
@attribute K35 numeric
@attribute K36 numeric
@attribute K37 numeric
@attribute K38 numeric
@attribute K39 numeric
@attribute K40 numeric
@attribute K41 numeric
@attribute K42 numeric
@attribute K43 numeric
@attribute K44 numeric
@attribute K45 numeric
@attribute K46 numeric
@attribute K47 numeric
@attribute K48 numeric
@attribute K49 numeric
@attribute K50 numeric
@attribute class {0,1,2,3,4,5,6,7,8,9}

@data
88.334591,-46.765372,-15.588457,-74.478185,-110.851252,-58.889727,24.248711,19.052559,0,62.353829,64.08588,84.87049,62.353829,62.353829,-48.497423,-13.856406,90.066642,72.746134,64.08588,86.60254,-1.732051,-45.033321,-13.856406,58.889727,29.444864,84.87049,-62.353829,-17.320508,13.856406,103.923048,24.248711,-19.052559,38.105118,60.621778,74.478185,10.392305,-60.621778,173.205081,3.464102,-3.464102,-180.133284,-50.229473,20.78461,-157.616623,39.837169,60.621778,98.726896,-48.497423,-19.052559,-25.980762,6
121.243557,25.980762,-29.444864,-116.047404,-20.78461,65.817931,6.928203,53.693575,-36.373067,77.942286,32.908965,32.908965,57.157677,81.406388,3.464102,34.641016,126.439709,51.961524,-8.660254,83.138439,5.196152,-71.014083,6.928203,0,64.08588,-12.124356,12.124356,-32.908965,25.980762,-19.052559,62.353829,-22.51666,-19.052559,55.425626,39.837169,8.660254,-32.908965,150.68842,-39.837169,45.033321,-81.406388,-72.746134,15.588457,-76.210236,88.334591,-32.908965,48.497423,-34.641016,-74.478185,-12.124356,2
124.707658,25.980762,-51.961524,-39.837169,-62.353829,67.549981,-39.837169,19.052559,43.30127,51.961524,64.08588,83.138439,51.961524,72.746134,19.052559,-17.320508,192.25764,53.693575,-3.464102,81.406388,76.210236,-60.621778,93.530744,5.196152,65.817931,-57.157677,-36.373067,15.588457,22.51666,-22.51666,-25.980762,1.732051,-6.928203,25.980762,105.655099,-5.196152,-86.60254,173.205081,34.641016,20.78461,-107.38715,-114.315353,-8.660254,-84.87049,148.956369,81.406388,90.066642,-8.660254,-64.08588,-1.732051,9
96.994845,39.837169,-46.765372,-64.08588,-38.105118,-46.765372,31.176915,34.641016,-60.621778,103.923048,29.444864,46.765372,39.837169,58.889727,34.641016,-67.549981,152.420471,95.262794,27.712813,83.138439,-32.908965,-103.923048,32.908965,17.320508,31.176915,58.889727,32.908965,13.856406,38.105118,83.138439,69.282032,22.51666,48.497423,69.282032,46.765372,5.196152,-22.51666,119.511506,-53.693575,43.30127,-55.425626,-31.176915,112.583302,-77.942286,77.942286,45.033321,90.066642,-131.635861,-62.353829,-32.908965,2
117.779455,3.464102,-6.928203,-105.655099,-10.392305,34.641016,-10.392305,12.124356,19.052559,55.425626,102.190998,3.464102,60.621778,64.08588,-0,39.837169,136.832014,50.229473,-12.124356,62.353829,62.353829,-34.641016,17.320508,32.908965,53.693575,-20.78461,-20.78461,1.732051,-1.732051,-32.908965,31.176915,-67.549981,15.588457,34.641016,128.17176,22.51666,-64.08588,174.937132,-19.052559,76.210236,-159.348674,-76.210236,0,-136.832014,38.105118,6.928203,147.224319,-20.78461,-103.923048,-1.732051,2
91.798693,46.765372,5.196152,-93.530744,-24.248711,12.124356,5.196152,5.196152,17.320508,100.458947,98.726896,41.569219,128.17176,34.641016,22.51666,-57.157677,135.099963,90.066642,71.014083,131.635861,57.157677,-45.033321,76.210236,24.248711,67.549981,1.732051,15.588457,51.961524,65.817931,100.458947,22.51666,-50.229473,55.425626,17.320508,133.367912,43.30127,-93.530744,173.205081,-19.052559,65.817931,-157.616623,-39.837169,19.052559,-174.937132,102.190998,48.497423,100.458947,-50.229473,-95.262794,29.444864,1
84.87049,25.980762,-72.746134,-34.641016,-83.138439,-5.196152,38.105118,6.928203,-3.464102,-5.196152,67.549981,39.837169,53.693575,72.746134,0,-15.588457,180.133284,62.353829,-10.392305,39.837169,-24.248711,-29.444864,24.248711,8.660254,53.693575,-1.732051,-60.621778,-55.425626,-24.248711,10.392305,5.196152,31.176915,25.980762,110.851252,20.78461,-22.51666,-38.105118,142.028166,53.693575,15.588457,-96.994845,-90.066642,6.928203,-107.38715,84.87049,48.497423,148.956369,-62.353829,-36.373067,-55.425626,0
86.60254,-24.248711,-55.425626,-34.641016,-71.014083,-24.248711,15.588457,8.660254,45.033321,-8.660254,58.889727,74.478185,88.334591,67.549981,17.320508,12.124356,148.956369,71.014083,-20.78461,39.837169,29.444864,-58.889727,1.732051,46.765372,39.837169,10.392305,-72.746134,-48.497423,29.444864,-6.928203,8.660254,17.320508,32.908965,79.674337,57.157677,0,-51.961524,173.205081,91.798693,55.425626,-154.152522,-121.243557,43.30127,-84.87049,83.138439,-12.124356,171.47303,-13.856406,-57.157677,-41.569219,0
121.243557,3.464102,10.392305,-74.478185,-22.51666,45.033321,-1.732051,15.588457,29.444864,53.693575,98.726896,-31.176915,90.066642,32.908965,34.641016,8.660254,162.812776,58.889727,-48.497423,65.817931,32.908965,6.928203,38.105118,10.392305,46.765372,-58.889727,-19.052559,10.392305,1.732051,-8.660254,31.176915,-27.712813,-46.765372,15.588457,116.047404,50.229473,-46.765372,214.7743,0,39.837169,-88.334591,-71.014083,15.588457,-110.851252,45.033321,13.856406,96.994845,0,-69.282032,-25.980762,3
45.033321,15.588457,24.248711,-12.124356,60.621778,67.549981,-22.51666,1.732051,31.176915,19.052559,55.425626,17.320508,126.439709,15.588457,74.478185,-19.052559,112.583302,117.779455,-3.464102,72.746134,91.798693,-1.732051,41.569219,34.641016,77.942286,-46.765372,25.980762,88.334591,41.569219,-27.712813,-46.765372,-36.373067,51.961524,-1.732051,95.262794,12.124356,-27.712813,178.401233,20.78461,71.014083,-129.903811,-86.60254,77.942286,-88.334591,67.549981,24.248711,105.655099,91.798693,-19.052559,83.138439,7
13.856406,20.78461,-32.908965,-45.033321,-36.373067,-13.856406,-12.124356,-10.392305,71.014083,0,100.458947,88.334591,64.08588,31.176915,13.856406,-48.497423,29.444864,93.530744,31.176915,71.014083,65.817931,-31.176915,46.765372,10.392305,10.392305,3.464102,-24.248711,24.248711,29.444864,48.497423,-51.961524,-34.641016,100.458947,3.464102,72.746134,-6.928203,-81.406388,128.17176,34.641016,22.51666,-136.832014,-55.425626,-13.856406,-162.812776,69.282032,91.798693,140.296115,0,-27.712813,-1.732051,4
107.38715,43.30127,-36.373067,-112.583302,-5.196152,45.033321,22.51666,55.425626,-29.444864,88.334591,31.176915,27.712813,81.406388,64.08588,-3.464102,1.732051,154.152522,90.066642,-22.51666,86.60254,5.196152,-57.157677,20.78461,13.856406,81.406388,-12.124356,-3.464102,6.928203,32.908965,8.660254,67.549981,-32.908965,0,51.961524,77.942286,10.392305,-38.105118,171.47303,-39.837169,34.641016,-69.282032,-62.353829,31.176915,-112.583302,84.87049,-0,72.746134,-41.569219,-83.138439,-12.124356,2
72.746134,-25.980762,-48.497423,-71.014083,-91.798693,-36.373067,32.908965,29.444864,8.660254,67.549981,71.014083,88.334591,83.138439,53.693575,-41.569219,-29.444864,95.262794,72.746134,83.138439,119.511506,32.908965,-34.641016,15.588457,46.765372,38.105118,69.282032,-65.817931,24.248711,24.248711,154.152522,-10.392305,-22.51666,53.693575,53.693575,71.014083,17.320508,-48.497423,192.25764,15.588457,5.196152,-188.793538,-43.30127,10.392305,-181.865335,74.478185,83.138439,100.458947,-38.105118,-13.856406,-5.196152,6
109.119201,15.588457,6.928203,-48.497423,-39.837169,79.674337,0,1.732051,-13.856406,74.478185,57.157677,-17.320508,84.87049,24.248711,24.248711,-51.961524,188.793538,57.157677,-6.928203,91.798693,45.033321,-19.052559,91.798693,-19.052559,67.549981,-53.693575,5.196152,38.105118,41.569219,20.78461,-3.464102,-5.196152,-24.248711,38.105118,79.674337,39.837169,-58.889727,171.47303,10.392305,39.837169,-60.621778,-43.30127,20.78461,-60.621778,76.210236,48.497423,55.425626,-17.320508,-60.621778,0,3
57.157677,6.928203,-46.765372,-95.262794,-76.210236,19.052559,51.961524,25.980762,-22.51666,74.478185,25.980762,88.334591,79.674337,34.641016,-19.052559,-72.746134,124.707658,96.994845,71.014083,96.994845,27.712813,-71.014083,39.837169,19.052559,77.942286,38.105118,-1.732051,69.282032,84.87049,93.530744,8.660254,-24.248711,62.353829,69.282032,102.190998,13.856406,-60.621778,147.224319,-27.712813,39.837169,-178.401233,-41.569219,41.569219,-131.635861,90.066642,5.196152,86.60254,-88.334591,-71.014083,12.124356,1
34.641016,-0,-57.157677,-77.942286,-51.961524,46.765372,-17.320508,-12.124356,53.693575,-22.51666,81.406388,77.942286,84.87049,55.425626,-8.660254,-48.497423,126.439709,90.066642,8.660254,74.478185,60.621778,-31.176915,50.229473,12.124356,76.210236,-0,-15.588457,64.08588,36.373067,-10.392305,-57.157677,-8.660254,84.87049,0,117.779455,-17.320508,-84.87049,173.205081,17.320508,43.30127,-162.812776,-96.994845,-41.569219,-140.296115,84.87049,95.262794,147.224319,-5.196152,-50.229473,-5.196152,4
90.066642,-17.320508,-81.406388,-64.08588,-45.033321,79.674337,-22.51666,32.908965,19.052559,-1.732051,19.052559,100.458947,38.105118,48.497423,34.641016,-29.444864,122.975607,72.746134,-5.196152,95.262794,107.38715,-107.38715,34.641016,-1.732051,58.889727,-8.660254,-3.464102,62.353829,65.817931,-39.837169,-24.248711,-3.464102,-24.248711,17.320508,102.190998,-3.464102,-46.765372,176.669182,27.712813,31.176915,-136.832014,-110.851252,38.105118,-29.444864,98.726896,1.732051,86.60254,10.392305,-53.693575,6.928203,5
110.851252,-43.30127,-29.444864,-81.406388,-135.099963,-50.229473,13.856406,8.660254,-0,72.746134,71.014083,95.262794,29.444864,62.353829,-58.889727,-17.320508,109.119201,71.014083,77.942286,103.923048,-0,-60.621778,1.732051,57.157677,24.248711,91.798693,-76.210236,13.856406,5.196152,109.119201,31.176915,-41.569219,29.444864,58.889727,98.726896,6.928203,-64.08588,187.061487,10.392305,12.124356,-204.381995,-29.444864,15.588457,-166.276878,62.353829,93.530744,102.190998,-67.549981,-25.980762,-17.320508,6
105.655099,1.732051,-20.78461,-55.425626,-39.837169,19.052559,-20.78461,19.052559,17.320508,86.60254,69.282032,58.889727,81.406388,60.621778,-13.856406,-55.425626,193.98969,100.458947,22.51666,124.707658,74.478185,-24.248711,51.961524,46.765372,55.425626,-3.464102,-34.641016,48.497423,13.856406,19.052559,-12.124356,-32.908965,31.176915,36.373067,152.420471,5.196152,-81.406388,211.310199,-1.732051,1.732051,-143.760217,-84.87049,43.30127,-155.884573,79.674337,124.707658,147.224319,0,-34.641016,0,8
43.30127,-19.052559,-55.425626,-55.425626,-69.282032,-3.464102,58.889727,55.425626,-45.033321,29.444864,58.889727,62.353829,8.660254,79.674337,6.928203,-65.817931,110.851252,58.889727,39.837169,107.38715,17.320508,-95.262794,6.928203,10.392305,46.765372,58.889727,-12.124356,5.196152,36.373067,34.641016,22.51666,20.78461,81.406388,69.282032,62.353829,8.660254,-38.105118,133.367912,13.856406,53.693575,-138.564065,-57.157677,31.176915,-84.87049,114.315353,36.373067,107.38715,-79.674337,-29.444864,17.320508,1
124.707658,43.30127,-19.052559,-50.229473,-69.282032,62.353829,-20.78461,27.712813,0,31.176915,77.942286,51.961524,36.373067,50.229473,60.621778,-39.837169,117.779455,46.765372,-8.660254,102.190998,43.30127,-64.08588,110.851252,-6.928203,46.765372,-51.961524,10.392305,-3.464102,5.196152,25.980762,22.51666,-5.196152,-46.765372,15.588457,48.497423,8.660254,-74.478185,159.348674,-0,25.980762,-55.425626,-62.353829,3.464102,-39.837169,133.367912,67.549981,24.248711,-29.444864,-86.60254,0,3
90.066642,13.856406,-50.229473,-105.655099,-24.248711,58.889727,34.641016,36.373067,-12.124356,62.353829,22.51666,25.980762,46.765372,50.229473,-29.444864,6.928203,168.008928,74.478185,-31.176915,77.942286,36.373067,-45.033321,10.392305,38.105118,93.530744,6.928203,-22.51666,55.425626,22.51666,-19.052559,41.569219,-38.105118,27.712813,51.961524,131.635861,-5.196152,-46.765372,159.348674,-43.30127,41.569219,-131.635861,-83.138439,22.51666,-116.047404,60.621778,-0,112.583302,-46.765372,-84.87049,-12.124356,2
65.817931,-6.928203,-27.712813,-32.908965,-25.980762,13.856406,-8.660254,22.51666,-10.392305,64.08588,39.837169,69.282032,65.817931,43.30127,-10.392305,-48.497423,129.903811,84.87049,-3.464102,91.798693,57.157677,-36.373067,32.908965,50.229473,53.693575,19.052559,-32.908965,38.105118,17.320508,13.856406,-10.392305,-31.176915,38.105118,29.444864,105.655099,-13.856406,-45.033321,171.47303,-5.196152,-20.78461,-83.138439,-62.353829,55.425626,-107.38715,67.549981,128.17176,112.583302,-6.928203,-1.732051,3.464102,8
71.014083,-5.196152,41.569219,0,62.353829,62.353829,-15.588457,39.837169,20.78461,41.569219,57.157677,-8.660254,136.832014,0,76.210236,-20.78461,122.975607,135.099963,3.464102,43.30127,71.014083,5.196152,50.229473,81.406388,79.674337,-34.641016,46.765372,98.726896,8.660254,3.464102,-24.248711,8.660254,77.942286,20.78461,117.779455,17.320508,-29.444864,183.597386,-5.196152,67.549981,-131.635861,-103.923048,95.262794,-67.549981,60.621778,10.392305,98.726896,95.262794,-50.229473,62.353829,7
58.889727,-48.497423,-69.282032,-51.961524,-38.105118,64.08588,19.052559,36.373067,-19.052559,-20.78461,34.641016,84.87049,5.196152,34.641016,24.248711,-53.693575,110.851252,69.282032,-13.856406,71.014083,86.60254,-102.190998,-1.732051,-12.124356,38.105118,29.444864,1.732051,72.746134,57.157677,-41.569219,-32.908965,-5.196152,8.660254,45.033321,110.851252,-12.124356,-38.105118,142.028166,3.464102,25.980762,-147.224319,-96.994845,64.08588,-50.229473,62.353829,-1.732051,128.17176,-20.78461,-17.320508,1.732051,5
38.105118,0,-15.588457,-41.569219,-53.693575,-32.908965,8.660254,-17.320508,57.157677,10.392305,103.923048,72.746134,60.621778,64.08588,27.712813,-29.444864,29.444864,81.406388,53.693575,112.583302,67.549981,-24.248711,29.444864,41.569219,15.588457,34.641016,-20.78461,-12.124356,13.856406,53.693575,-24.248711,-19.052559,86.60254,19.052559,39.837169,-0,-83.138439,140.296115,24.248711,17.320508,-166.276878,-57.157677,-0,-150.68842,84.87049,88.334591,114.315353,3.464102,-20.78461,1.732051,4
67.549981,8.660254,-39.837169,-96.994845,-67.549981,5.196152,32.908965,43.30127,-24.248711,72.746134,39.837169,86.60254,93.530744,46.765372,-10.392305,-88.334591,140.296115,93.530744,71.014083,109.119201,22.51666,-69.282032,48.497423,-5.196152,69.282032,29.444864,5.196152,60.621778,83.138439,103.923048,19.052559,-25.980762,51.961524,72.746134,90.066642,22.51666,-57.157677,162.812776,-12.124356,38.105118,-168.008928,-43.30127,36.373067,-136.832014,96.994845,-3.464102,90.066642,-81.406388,-72.746134,17.320508,1
51.961524,6.928203,-48.497423,-64.08588,-69.282032,55.425626,-29.444864,-27.712813,77.942286,3.464102,96.994845,95.262794,29.444864,29.444864,-8.660254,-27.712813,71.014083,62.353829,-0,57.157677,98.726896,-48.497423,81.406388,5.196152,38.105118,-27.712813,-38.105118,83.138439,34.641016,-12.124356,-65.817931,-53.693575,53.693575,-19.052559,154.152522,3.464102,-107.38715,133.367912,20.78461,55.425626,-171.47303,-81.406388,-38.105118,-135.099963,79.674337,103.923048,112.583302,3.464102,-81.406388,-1.732051,4
117.779455,24.248711,-13.856406,-51.961524,13.856406,29.444864,-22.51666,24.248711,43.30127,102.190998,81.406388,15.588457,110.851252,36.373067,36.373067,-31.176915,147.224319,67.549981,-27.712813,90.066642,88.334591,-25.980762,71.014083,-3.464102,58.889727,-55.425626,-8.660254,50.229473,36.373067,29.444864,-1.732051,-43.30127,-22.51666,-10.392305,110.851252,51.961524,-46.765372,202.649944,6.928203,31.176915,-76.210236,-60.621778,55.425626,-105.655099,83.138439,69.282032,71.014083,29.444864,-51.961524,1.732051,3
50.229473,0,-10.392305,-32.908965,-103.923048,-55.425626,-0,-20.78461,69.282032,46.765372,122.975607,129.903811,86.60254,24.248711,-29.444864,-43.30127,65.817931,124.707658,20.78461,83.138439,38.105118,-53.693575,58.889727,20.78461,-10.392305,51.961524,-58.889727,69.282032,29.444864,96.994845,-19.052559,-76.210236,95.262794,34.641016,86.60254,22.51666,-117.779455,121.243557,69.282032,46.765372,-164.544827,-50.229473,-5.196152,-161.080725,107.38715,117.779455,117.779455,-29.444864,-46.765372,-38.105118,4
51.961524,-24.248711,31.176915,5.196152,36.373067,91.798693,-15.588457,-13.856406,-5.196152,24.248711,62.353829,41.569219,90.066642,17.320508,81.406388,-32.908965,135.099963,116.047404,-31.176915,25.980762,88.334591,-29.444864,48.497423,22.51666,72.746134,-15.588457,34.641016,86.60254,19.052559,-43.30127,-69.282032,-36.373067,98.726896,8.660254,121.243557,-8.660254,-32.908965,142.028166,3.464102,62.353829,-171.47303,-135.099963,96.994845,-77.942286,102.190998,19.052559,129.903811,86.60254,-39.837169,86.60254,7
55.425626,-12.124356,6.928203,-50.229473,-43.30127,51.961524,39.837169,-22.51666,-20.78461,10.392305,95.262794,58.889727,84.87049,45.033321,-20.78461,-38.105118,140.296115,41.569219,-13.856406,-10.392305,24.248711,-88.334591,51.961524,62.353829,71.014083,3.464102,25.980762,-5.196152,27.712813,-27.712813,-22.51666,10.392305,60.621778,84.87049,86.60254,24.248711,-60.621778,102.190998,6.928203,103.923048,-119.511506,-77.942286,69.282032,-55.425626,43.30127,-17.320508,109.119201,-57.157677,-112.583302,-19.052559,8
79.674337,-53.693575,-81.406388,-67.549981,-48.497423,57.157677,-15.588457,58.889727,17.320508,-22.51666,41.569219,100.458947,-0,53.693575,48.497423,-36.373067,91.798693,64.08588,1.732051,81.406388,95.262794,-126.439709,3.464102,-39.837169,39.837169,53.693575,12.124356,76.210236,62.353829,-39.837169,-45.033321,6.928203,3.464102,17.320508,84.87049,-13.856406,-36.373067,150.68842,24.248711,19.052559,-150.68842,-128.17176,46.765372,-29.444864,90.066642,-15.588457,124.707658,-10.392305,-6.928203,-1.732051,5
121.243557,-13.856406,-19.052559,-24.248711,-36.373067,27.712813,-25.980762,-12.124356,34.641016,90.066642,83.138439,55.425626,96.994845,48.497423,17.320508,-27.712813,162.812776,65.817931,-25.980762,77.942286,114.315353,-34.641016,72.746134,-6.928203,41.569219,-27.712813,-3.464102,45.033321,45.033321,6.928203,-25.980762,-6.928203,-6.928203,-17.320508,117.779455,38.105118,-79.674337,157.616623,1.732051,25.980762,-79.674337,-76.210236,57.157677,-96.994845,67.549981,51.961524,100.458947,12.124356,-77.942286,-20.78461,9
95.262794,15.588457,-29.444864,-81.406388,-27.712813,-8.660254,43.30127,62.353829,-58.889727,119.511506,-1.732051,12.124356,79.674337,34.641016,10.392305,-38.105118,124.707658,83.138439,5.196152,55.425626,-17.320508,-64.08588,6.928203,17.320508,60.621778,29.444864,22.51666,32.908965,67.549981,57.157677,77.942286,-8.660254,19.052559,50.229473,60.621778,31.176915,-29.444864,128.17176,-60.621778,27.712813,-45.033321,-13.856406,65.817931,-65.817931,36.373067,-0,48.497423,-84.87049,-67.549981,-43.30127,2
19.052559,-8.660254,-22.51666,-74.478185,-19.052559,22.51666,39.837169,6.928203,-19.052559,60.621778,55.425626,32.908965,79.674337,12.124356,-39.837169,-86.60254,105.655099,84.87049,-8.660254,55.425626,53.693575,-81.406388,46.765372,1.732051,57.157677,32.908965,24.248711,29.444864,51.961524,51.961524,-12.124356,-17.320508,71.014083,48.497423,45.033321,39.837169,-22.51666,112.583302,12.124356,19.052559,-69.282032,-3.464102,71.014083,-86.60254,64.08588,20.78461,81.406388,-48.497423,-24.248711,0,8
90.066642,-32.908965,-62.353829,-32.908965,-60.621778,-24.248711,1.732051,1.732051,45.033321,-5.196152,58.889727,50.229473,74.478185,83.138439,12.124356,-1.732051,145.492268,55.425626,-36.373067,46.765372,17.320508,-46.765372,5.196152,24.248711,31.176915,1.732051,-53.693575,-51.961524,5.196152,-20.78461,6.928203,43.30127,29.444864,50.229473,43.30127,-0,-46.765372,157.616623,50.229473,41.569219,-119.511506,-128.17176,24.248711,-69.282032,60.621778,22.51666,159.348674,-15.588457,-41.569219,-69.282032,0
39.837169,-12.124356,-32.908965,-76.210236,-50.229473,12.124356,50.229473,13.856406,-19.052559,48.497423,72.746134,74.478185,109.119201,24.248711,-22.51666,-93.530744,121.243557,117.779455,27.712813,60.621778,43.30127,-100.458947,55.425626,-3.464102,64.08588,34.641016,17.320508,36.373067,90.066642,69.282032,-8.660254,-17.320508,48.497423,81.406388,53.693575,43.30127,-39.837169,131.635861,12.124356,45.033321,-103.923048,-15.588457,84.87049,-95.262794,71.014083,-8.660254,105.655099,-74.478185,-58.889727,-1.732051,8
57.157677,1.732051,-81.406388,-50.229473,-43.30127,-27.712813,-20.78461,-12.124356,60.621778,-36.373067,77.942286,112.583302,103.923048,88.334591,1.732051,-24.248711,103.923048,100.458947,-22.51666,100.458947,77.942286,-55.425626,8.660254,24.248711,36.373067,27.712813,-32.908965,25.980762,25.980762,-29.444864,-8.660254,-17.320508,58.889727,17.320508,62.353829,-29.444864,-91.798693,178.401233,48.497423,13.856406,-168.008928,-121.243557,13.856406,-161.080725,103.923048,76.210236,174.937132,8.660254,-24.248711,-10.392305,4
53.693575,-1.732051,-41.569219,-50.229473,-25.980762,43.30127,3.464102,17.320508,38.105118,32.908965,36.373067,79.674337,142.028166,76.210236,-24.248711,0,102.190998,55.425626,50.229473,103.923048,38.105118,-1.732051,27.712813,62.353829,76.210236,12.124356,-1.732051,-12.124356,51.961524,8.660254,-38.105118,17.320508,72.746134,84.87049,-8.660254,-32.908965,-50.229473,162.812776,31.176915,27.712813,-129.903811,-112.583302,20.78461,-91.798693,86.60254,24.248711,117.779455,45.033321,-19.052559,-27.712813,4
83.138439,-10.392305,-51.961524,-34.641016,-57.157677,-13.856406,10.392305,5.196152,13.856406,3.464102,46.765372,24.248711,58.889727,51.961524,-6.928203,-10.392305,140.296115,46.765372,-34.641016,22.51666,-5.196152,-51.961524,-1.732051,5.196152,15.588457,0,-46.765372,-46.765372,-6.928203,-3.464102,39.837169,32.908965,0,71.014083,41.569219,6.928203,-36.373067,128.17176,48.497423,25.980762,-93.530744,-88.334591,31.176915,-58.889727,58.889727,8.660254,128.17176,-50.229473,-22.51666,-53.693575,0
110.851252,-27.712813,-53.693575,-55.425626,-77.942286,17.320508,-36.373067,46.765372,24.248711,74.478185,39.837169,105.655099,45.033321,57.157677,55.425626,-6.928203,84.87049,58.889727,3.464102,83.138439,103.923048,-77.942286,36.373067,-31.176915,25.980762,13.856406,-25.980762,38.105118,69.282032,17.320508,-19.052559,-15.588457,-19.052559,-5.196152,81.406388,19.052559,-29.444864,145.492268,25.980762,25.980762,-135.099963,-128.17176,64.08588,-31.176915,114.315353,1.732051,72.746134,8.660254,-67.549981,3.464102,5
48.497423,-20.78461,-43.30127,-58.889727,-22.51666,22.51666,29.444864,8.660254,-1.732051,58.889727,58.889727,100.458947,109.119201,19.052559,-24.248711,-93.530744,142.028166,135.099963,6.928203,50.229473,86.60254,-109.119201,62.353829,-10.392305,57.157677,19.052559,10.392305,57.157677,98.726896,39.837169,-57.157677,-24.248711,55.425626,84.87049,71.014083,31.176915,-31.176915,136.832014,19.052559,24.248711,-100.458947,-39.837169,129.903811,-100.458947,50.229473,-5.196152,142.028166,-36.373067,-43.30127,-12.124356,8
86.60254,-19.052559,29.444864,-41.569219,-3.464102,46.765372,-8.660254,6.928203,1.732051,95.262794,72.746134,5.196152,98.726896,3.464102,15.588457,-36.373067,143.760217,67.549981,-5.196152,36.373067,46.765372,-45.033321,32.908965,-3.464102,48.497423,-0,31.176915,41.569219,46.765372,20.78461,-38.105118,3.464102,0,-12.124356,103.923048,53.693575,-22.51666,148.956369,-6.928203,13.856406,-50.229473,-53.693575,67.549981,-64.08588,39.837169,8.660254,62.353829,10.392305,-20.78461,-1.732051,3
121.243557,-45.033321,8.660254,-31.176915,-64.08588,50.229473,-46.765372,-13.856406,-3.464102,100.458947,102.190998,50.229473,50.229473,53.693575,-13.856406,-3.464102,176.669182,32.908965,-15.588457,1.732051,51.961524,-27.712813,69.282032,-17.320508,51.961524,5.196152,-1.732051,22.51666,5.196152,-22.51666,-38.105118,-50.229473,-20.78461,-3.464102,102.190998,22.51666,-79.674337,131.635861,-6.928203,-5.196152,-43.30127,-51.961524,10.392305,-90.066642,69.282032,95.262794,91.798693,-25.980762,-27.712813,-24.248711,9
60.621778,31.176915,-60.621778,-24.248711,-6.928203,3.464102,-15.588457,27.712813,29.444864,-32.908965,34.641016,93.530744,86.60254,71.014083,41.569219,-24.248711,110.851252,129.903811,6.928203,103.923048,64.08588,-31.176915,15.588457,72.746134,38.105118,-6.928203,-6.928203,46.765372,31.176915,-60.621778,-15.588457,15.588457,25.980762,50.229473,65.817931,-51.961524,-72.746134,176.669182,3.464102,1.732051,-107.38715,-117.779455,62.353829,-98.726896,77.942286,57.157677,152.420471,22.51666,-38.105118,-1.732051,4
51.961524,-6.928203,-62.353829,-45.033321,-64.08588,-19.052559,-17.320508,-19.052559,102.190998,-5.196152,90.066642,86.60254,93.530744,43.30127,-8.660254,17.320508,53.693575,72.746134,-19.052559,74.478185,76.210236,-34.641016,31.176915,27.712813,34.641016,24.248711,-81.406388,39.837169,17.320508,27.712813,-22.51666,-43.30127,79.674337,8.660254,83.138439,1.732051,-72.746134,147.224319,83.138439,58.889727,-192.25764,-107.38715,-17.320508,-128.17176,79.674337,103.923048,148.956369,25.980762,-31.176915,-31.176915,4
71.014083,-5.196152,-13.856406,-41.569219,3.464102,-8.660254,34.641016,32.908965,19.052559,65.817931,36.373067,-17.320508,74.478185,-0,48.497423,-0,93.530744,91.798693,-8.660254,43.30127,50.229473,-31.176915,-31.176915,25.980762,57.157677,27.712813,-19.052559,65.817931,72.746134,-20.78461,34.641016,-72.746134,27.712813,39.837169,122.975607,24.248711,-48.497423,143.760217,-20.78461,45.033321,-114.315353,-31.176915,45.033321,-93.530744,-1.732051,-3.464102,159.348674,-45.033321,-22.51666,-13.856406,2
93.530744,-29.444864,8.660254,-1.732051,-34.641016,46.765372,-29.444864,-15.588457,-3.464102,60.621778,60.621778,45.033321,48.497423,20.78461,25.980762,-25.980762,173.205081,60.621778,-39.837169,13.856406,69.282032,-43.30127,60.621778,-8.660254,34.641016,-5.196152,1.732051,27.712813,17.320508,-29.444864,-53.693575,-32.908965,0,8.660254,88.334591,5.196152,-50.229473,96.994845,19.052559,10.392305,-51.961524,-69.282032,72.746134,-32.908965,48.497423,53.693575,124.707658,3.464102,-29.444864,-20.78461,9
