@relation 'optdigits_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1'

@attribute -0.273input3-0.26input59-0.234input11-0.232input10-0.221input4... numeric
@attribute 0.259input6+0.254input15-0.245input61+0.234input7+0.234input14... numeric
@attribute -0.321input44-0.29input45-0.267input36-0.254input37+0.254input39... numeric
@attribute '0.238input62+0.22 input21+0.211input29-0.196input52+0.195input54...' numeric
@attribute '0.28 input50-0.265input56-0.239input63+0.229input42-0.222input16...' numeric
@attribute -0.286input19-0.278input26-0.259input27+0.256input50+0.221input16... numeric
@attribute '0.32 input53+0.273input24+0.233input16-0.215input43+0.197input18...' numeric
@attribute -0.302input13-0.28input22-0.273input52-0.253input53-0.221input12... numeric
@attribute -0.257input51-0.244input16+0.239input2+0.235input64-0.234input8... numeric
@attribute -0.352input41-0.305input49-0.269input33-0.222input6+0.213input2... numeric
@attribute 0.276input33+0.276input41+0.257input17+0.251input25+0.221input24... numeric
@attribute 0.323input17+0.257input25-0.25input60-0.233input56+0.224input62... numeric
@attribute -0.4input48-0.298input17-0.284input25-0.254input56+0.234input37... numeric
@attribute -0.278input28+0.264input17+0.261input46-0.236input27+0.225input25... numeric
@attribute -0.474input33+0.397input57+0.312input32+0.302input49-0.248input41... numeric
@attribute -0.371input25+0.349input5-0.255input17+0.246input32+0.239input10... numeric
@attribute 0.386input57-0.34input32-0.234input5-0.227input56-0.221input24... numeric
@attribute -0.363input37-0.273input46-0.252input22-0.243input38-0.239input30... numeric
@attribute 0.729input9-0.29input25-0.224input58-0.172input2-0.15input12... numeric
@attribute -0.376input9+0.328input8-0.23input12+0.224input16+0.222input26... numeric
@attribute 0.478input57-0.423input32-0.284input52+0.221input61-0.214input7... numeric
@attribute -0.531input48+0.411input64+0.223input35+0.193input63+0.171input34... numeric
@attribute -0.312input33+0.304input5-0.279input57-0.259input32+0.248input61... numeric
@attribute 0.287input29+0.257input34+0.252input26-0.245input46+0.226input61... numeric
@attribute 0.286input7+0.266input15-0.241input5-0.238input8-0.218input58... numeric
@attribute 0.385input17-0.37input49-0.358input25+0.238input5+0.224input57... numeric
@attribute '0.54 input17-0.53input25+0.254input49-0.193input57+0.154input8...' numeric
@attribute '-0.351input24+0.327input32+0.31 input10+0.271input8-0.217input50...' numeric
@attribute '0.363input52-0.358input12+0.243input54+0.22 input53-0.204input10...' numeric
@attribute -0.295input20+0.274input50-0.253input45-0.249input59+0.233input52... numeric
@attribute -0.298input24+0.266input13+0.243input50+0.242input32+0.242input8... numeric
@attribute -0.389input53-0.316input39+0.295input46-0.284input47-0.265input14... numeric
@attribute -0.359input50+0.247input19-0.215input26-0.214input55+0.212input39... numeric
@attribute 0.304input19-0.299input35+0.275input39-0.263input30+0.261input31... numeric
@attribute '-0.354input12+0.3  input13+0.264input7-0.238input20-0.23input31...' numeric
@attribute -0.305input20-0.299input44+0.279input53+0.275input29-0.235input24... numeric
@attribute 0.303input51-0.245input31-0.239input42+0.229input26+0.206input20... numeric
@attribute 0.447input56+0.324input30-0.255input64-0.244input48-0.238input39... numeric
@attribute -0.333input21+0.307input41-0.271input33-0.242input31+0.233input42... numeric
@attribute 0.496input41-0.304input33-0.295input49+0.243input63-0.235input10... numeric
@attribute 0.416input51+0.337input31+0.317input37+0.276input7-0.246input23... numeric
@attribute -0.31input41-0.289input4-0.281input54+0.249input60+0.216input61... numeric
@attribute class {0,1,2,3,4,5,6,7,8,9}

@data
-0.352896,-0.381124,2.363623,1.648621,0.159683,-1.569025,0.774201,-0.23367,-1.652074,0.280181,-0.222732,-1.221764,-1.892424,-0.045326,-0.459145,-0.156469,1.214087,0.946089,0.316686,-0.012509,-1.508398,0.932499,0.039316,0.476141,-0.179194,0.854307,-0.536089,-0.565606,0.526293,0.82264,-0.186201,0.037963,1.157695,-0.064971,0.009053,0.200896,0.091778,0.120666,0.763043,-0.203102,0.224858,0.698889,5
-4.123292,-0.998792,-1.36492,-1.058524,-0.581819,-0.840931,1.569159,-1.869957,0.233954,-0.1091,0.524764,1.627493,1.244387,0.125318,-0.28576,1.247933,1.474352,0.146369,0.270146,1.174461,-0.848634,-1.053105,0.008846,-0.06437,1.289857,-0.225658,-0.620031,-0.416439,0.743283,0.034225,-0.136504,0.527801,0.09806,0.195022,0.102878,0.105345,0.176673,0.415708,-0.464046,-0.099702,-0.3068,-0.729678,2
-2.271386,0.060911,3.165144,0.153432,1.6755,0.124365,1.814472,1.730172,-0.159056,0.255579,-0.292627,-1.38588,-1.38187,-0.539707,0.294182,-0.670555,0.347142,-0.570219,0.063514,0.006855,-0.926834,0.29041,0.991577,0.752826,-1.187419,1.318125,-0.432715,-1.082331,-0.149902,1.26127,1.237908,0.435613,-0.018034,0.322752,-0.054792,-0.469978,-0.277263,0.470572,-0.009559,-0.58128,-0.256204,0.005339,5
0.897187,-1.863584,2.982185,-2.397396,1.508624,-0.049034,-0.185532,-2.711593,0.012689,1.259905,-0.635875,-0.725035,-0.213858,0.388133,0.177935,-0.567308,0.009772,0.05728,0.611251,0.974091,-0.116072,0.368997,-0.999794,-0.355252,-0.141555,-0.015046,-0.003198,-0.459553,0.182287,-0.239267,0.674237,0.003328,-0.063484,-0.256187,0.532189,0.390776,-0.257547,0.040331,-0.380728,0.012137,0.280957,-0.236458,0
0.087477,-2.274143,3.685674,-1.611229,0.417791,-0.372181,-1.151518,-1.467506,-0.597712,0.006724,-0.456076,0.083177,-0.074383,0.382056,-0.04022,0.081963,-0.017708,0.014101,-0.12107,0.657391,0.183896,0.480836,-1.166376,0.172593,-0.872379,-0.364595,0.486165,-0.142651,0.101365,0.181823,0.206848,0.056502,0.147913,-0.848472,1.014526,-0.49884,0.699849,0.363302,0.114186,0.127533,-0.139693,-0.182514,0
-1.252024,1.539796,4.203667,0.921956,1.2817,1.503665,0.269081,-1.170546,-1.105395,-0.085362,-0.958493,-0.235442,-1.321612,-0.950914,-0.231129,-1.47121,-0.543021,0.421782,0.571099,-0.142174,-0.283982,0.004793,0.505816,0.190987,0.661709,0.267881,-0.481844,-0.384507,0.366608,-0.487298,0.697369,-0.651285,-0.591208,1.148305,0.365901,-0.829453,0.218387,-0.140445,-0.670638,-0.594088,-0.422897,-1.267831,9
0.360178,-4.271455,-1.710586,-1.81369,-1.182645,0.071516,-1.099112,1.425671,-0.927433,-0.143477,-0.536132,-0.008402,1.22929,0.696266,0.277955,0.025367,0.110445,-0.917068,-0.371537,-0.491967,-0.462505,0.155255,-0.620291,-0.708469,-0.185992,-0.112229,-0.129346,-0.17157,0.604578,-0.967633,0.0063,0.533472,-0.00254,0.46277,-0.128848,-0.330453,-0.142002,0.080193,-0.496337,-0.185698,0.300531,-0.537284,6
1.57618,3.753769,-0.653838,0.011656,-0.901945,0.02317,-2.533582,-0.675667,0.469222,-0.726969,-0.002869,-0.76579,-0.067454,1.765425,0.721856,1.194439,0.32954,-0.257456,-0.581607,-0.759132,-0.746021,-0.406518,0.066691,-0.033842,-0.123041,0.21566,0.040215,0.009353,-0.957557,0.621784,0.153654,-0.872437,0.209256,-0.07426,0.296644,-0.831586,-0.136661,-0.153532,0.118425,0.236705,-0.160776,0.61609,7
-1.856029,0.058978,3.707903,1.49886,0.242696,-1.219422,0.773803,-0.609479,0.339382,1.12903,1.747355,-0.231833,-0.092401,-0.806378,-0.879972,1.251711,0.867724,-1.802457,-0.576237,0.700806,-0.374142,0.58409,0.329543,-0.202627,0.027315,-0.164048,0.177315,0.211893,-0.253232,-0.611041,0.052337,-0.063585,-0.680855,0.346415,-0.110102,-0.235581,-0.170044,0.238758,0.115522,-0.118367,0.267015,0.029856,9
1.394466,-1.567867,3.821045,-1.206304,-0.01052,0.460404,-0.333934,-2.028132,-1.117598,0.288159,-1.289134,0.60294,-0.843512,0.03162,-0.944122,-0.039663,-0.332099,0.307463,-0.53185,-0.519448,0.401792,0.573559,-0.272465,-0.0377,1.450126,-1.011982,0.289515,-0.400392,-0.248793,-0.574247,-0.588456,0.324081,-0.255948,0.407095,0.041413,-0.019274,0.210156,-0.619734,0.346749,0.277655,-0.179798,0.34715,0
0.577582,-4.450819,-1.275408,0.013218,-1.845239,0.726053,-1.583569,2.834329,-0.813899,0.361184,0.349409,0.120645,1.188047,0.300078,0.482864,-0.651521,0.86889,-0.764817,-0.118778,-1.29736,-0.514125,-0.076122,-0.336253,-0.573596,0.113049,-0.35788,0.280448,0.549068,-0.078635,0.133168,-0.712075,0.005404,-0.253491,-0.248009,-0.302108,-0.430558,-0.439536,-0.486079,0.083427,-0.038707,0.564836,0.091865,6
-0.142157,-4.357235,-1.862249,1.066028,-1.500754,0.60468,-1.028976,1.806551,-1.501992,1.46798,0.649188,-0.5594,0.324206,0.405182,-0.038907,-0.136576,1.356422,-1.349479,-0.239618,-1.147506,-1.203081,0.094711,0.241284,-0.926074,0.64268,-0.035614,-0.180909,0.714053,0.647208,-0.123194,-0.434469,-1.081224,-0.25025,0.609965,-0.077459,-0.696422,0.113739,-0.477115,-0.162227,0.272023,0.463417,-0.0677,6
-1.217451,0.645906,-3.47422,-0.174825,1.201255,-1.250497,-0.501609,-1.449028,-2.17627,0.826777,0.03557,-0.823168,-0.011594,-0.472481,-0.639232,-0.028672,-0.445014,-0.635438,-0.267904,0.291037,0.206948,0.594873,-0.206127,0.157203,0.261205,-0.215185,0.151072,0.009941,1.018164,-0.666244,0.149092,-0.746951,0.46732,-0.011671,-0.098818,-0.299612,0.359593,0.29501,0.334133,-0.164508,0.132092,0.024369,1
0.382257,1.265802,2.220416,3.059973,0.42177,-0.491762,-0.099798,-1.433563,-0.195281,-0.331271,-0.712656,-0.160267,-0.124361,1.315298,0.519098,0.615531,0.567484,0.540819,-0.334614,-0.828263,-0.766112,-0.814781,-0.751727,0.034793,-0.947235,0.3958,-0.04825,-0.136958,-0.186982,1.467185,-0.470295,-0.102446,1.341748,-0.141946,-0.475921,0.220218,-0.560173,0.196147,0.082182,-0.076142,-1.095479,0.167367,3
2.555778,1.444432,-1.14349,4.950217,1.841705,-1.27379,0.633635,1.672566,1.943326,-0.764445,-0.662861,1.524127,0.947013,-1.050546,-0.071814,0.392759,-0.411205,-0.38928,-0.180979,1.528144,0.143454,0.531261,-1.540834,-0.839349,-0.391522,-0.863852,0.385207,-0.460157,0.866718,0.676876,0.541255,-0.826142,-0.670026,-0.506314,0.124119,0.337021,-0.494715,0.039334,-0.454728,0.571721,-0.20331,-0.094453,1
-3.936535,-2.064993,-1.716389,-1.277641,-1.045992,-0.162716,1.290255,-0.869161,-0.723386,-0.149208,-0.169938,1.571378,0.872365,-0.933939,-0.455859,-0.402889,1.274972,0.76688,0.655745,-0.077313,-0.916258,-0.959253,0.085722,-0.600057,1.776147,-0.251126,-0.430043,0.227383,0.201267,0.788647,-0.271113,-0.126512,1.038986,-0.837277,-0.824447,-0.01499,-0.352616,-0.113544,-0.288224,0.55955,-0.737424,0.260014,2
-0.038463,-4.411672,-0.681556,-3.075909,-0.496095,-0.018431,-0.449187,1.175051,-0.987975,-0.425249,-1.024147,-0.328204,1.890078,0.708258,0.644514,-0.982113,-0.528076,-1.011893,0.226995,0.026577,-0.07187,-0.406585,-0.835865,-0.152059,0.14414,-0.359702,-0.015744,0.434242,1.354519,-0.967709,-0.434074,0.281311,0.447433,0.583828,0.080995,-0.784765,-0.631321,0.383046,0.123707,-0.369745,-0.033508,0.377066,6
-0.8036,3.72168,-1.187472,0.071382,1.037775,0.875425,-3.691118,0.674662,0.901201,0.470978,1.783187,-0.756515,-0.040946,0.192235,0.741657,0.051683,-0.358854,0.879994,0.678774,1.312332,-0.150985,1.336014,-0.584976,-1.117789,-0.263911,0.524766,-0.657078,-0.727282,1.240599,-0.076228,0.09973,-0.078945,-0.173089,0.193827,0.088071,-0.912487,0.734201,-0.760296,0.277547,0.312577,-0.090284,0.345312,7
4.536982,-2.096976,-1.575332,2.504674,3.469582,1.162854,-0.32599,0.705389,1.224874,0.772949,-0.747397,1.194561,-0.245164,1.225965,-0.162523,0.668396,-0.656288,0.705122,0.784973,1.625614,0.036628,0.137745,0.479915,-0.410509,0.797905,1.048767,-0.945406,1.363364,0.808015,-0.405686,-0.176626,0.01296,1.031321,0.635487,0.574434,-0.316496,-0.901051,-0.000709,0.516962,-0.269521,-0.523972,1.291541,4
-0.210316,-4.114919,-1.418017,-0.122245,-1.280257,0.401173,-0.840915,2.321549,-1.622046,1.136058,0.150515,-0.850208,0.728743,0.245317,0.2241,-0.946422,0.741805,-1.257693,-0.001854,-1.353248,-0.838936,-0.294595,-0.242841,-1.087751,0.605261,-0.150529,-0.031164,0.728769,0.342761,-0.200668,-0.311675,-0.857569,0.054345,0.254465,-0.563586,-0.975069,0.724106,-0.180841,0.170001,0.212881,0.841996,0.135135,6
-0.478882,2.507064,-1.676969,-1.911789,0.226019,-0.787594,-0.383652,-1.691268,-2.786725,-0.439976,-1.227839,-0.547661,-0.781338,-1.35477,-1.356427,-0.839724,-0.927734,-0.782273,-0.316555,-0.695204,0.001904,-0.153801,0.063279,0.197678,1.146477,-0.283733,-0.003205,0.357488,-0.425066,-1.158747,-0.438315,-0.740725,-0.018357,-0.109138,0.968301,0.857093,1.101434,-0.192962,0.554093,0.36336,-0.474534,0.363308,8
-0.31998,0.19185,1.351111,-0.455076,-0.541664,-2.090956,1.180617,2.114013,-0.457717,-0.131752,-0.385749,-1.65138,-0.01575,1.515452,0.09469,0.878501,0.439825,-0.763535,-0.548827,0.981777,-0.330478,1.535786,-0.625198,0.289195,2.017515,-1.171322,0.532412,-1.080184,-0.504452,-0.969388,0.605695,-0.110492,-0.303846,-0.318234,0.208741,-0.629649,-0.293599,-0.010591,0.782063,-0.256102,0.132563,0.603803,5
-1.399142,-0.044449,3.976993,0.559884,-0.680717,-1.093564,-0.657178,-0.115024,0.373787,0.061305,1.861305,-0.102934,0.173002,-0.711815,-0.317543,1.143289,0.642922,-1.178242,-0.475346,0.708359,-0.095415,0.871857,0.48945,-0.4001,-0.236505,-0.252629,0.337337,-0.103327,-0.11613,-0.029495,0.840651,0.049451,-0.386505,0.050107,0.05678,-1.052973,-0.24502,-0.158466,0.318527,-0.365431,0.008437,-0.339546,9
6.161027,-4.060502,-2.639593,-1.779822,6.292463,5.102128,2.665158,-1.719658,0.485222,-5.422316,3.974589,-4.003378,1.008053,3.140566,-4.048389,-1.299095,1.197095,0.778843,0.904506,0.606139,-1.95516,0.043321,2.321441,-0.138274,-1.714346,-0.720019,0.873528,0.663699,0.066494,-1.539734,-0.307076,1.726732,1.130008,0.274166,-0.8948,0.242417,-3.266085,2.63626,6.150542,8.041377,1.192947,-4.828206,4
1.84669,-2.130287,2.518164,-1.111694,0.633226,0.036381,-0.767181,-2.45468,-0.969529,0.972303,-1.146595,0.076453,-0.503509,0.657114,-0.362951,0.036832,-0.353764,0.745569,-0.213099,-0.645687,0.668707,0.353909,-1.014405,-0.714423,0.185407,-0.98228,0.626835,0.204733,-0.213006,0.225084,-0.273113,0.225868,0.113965,-0.173882,0.080082,0.433797,-0.742513,-0.321887,0.130721,-0.271205,0.284223,-0.044808,0
-1.58248,2.516462,-1.711712,0.326508,1.669536,0.98029,-2.585299,1.04995,0.578101,1.281402,1.405555,-0.635245,0.299377,0.467628,0.415336,0.093847,-0.405869,0.245123,0.424923,1.291564,-0.179748,0.812462,-1.298677,-1.831771,-0.227588,0.211554,-0.62475,-0.771166,0.889769,-1.1711,0.157755,0.618659,-1.030863,1.088391,0.111261,-0.198327,1.135423,-0.293126,0.135135,0.359569,0.280723,0.075947,7
4.445492,-3.030689,-2.430973,-0.080535,4.331781,2.885024,0.686977,0.035537,0.531928,-0.762307,-1.011373,0.035117,-0.78976,0.844343,2.048478,-0.415344,0.278942,0.521814,1.647681,1.157907,-0.782071,-1.106922,1.400601,-0.293631,-0.591385,0.242003,-0.010885,0.333771,-0.678045,-0.280891,-0.077222,-0.243021,-0.160638,-0.95278,0.25346,0.235336,0.57364,-0.456622,-0.172215,-1.799021,-0.049597,1.33226,4
-0.673139,3.383826,-1.212252,-0.496574,1.000963,0.642108,-3.506096,0.107452,0.850338,1.180146,1.550152,-1.224501,-0.271928,0.228365,0.356419,0.45079,-0.003068,-0.250554,-0.053062,0.791413,-0.417558,1.541877,-0.890615,-1.12116,-0.539374,0.362869,-0.182748,-0.862159,0.408305,-0.416927,0.310939,-0.351546,-0.398151,-0.111992,-0.321697,-0.849244,0.323828,-0.159786,0.275679,0.260787,-0.262366,0.425917,7
1.92576,-3.103364,-1.463829,0.833954,3.459003,2.537503,0.594284,0.974557,-1.10584,0.235725,-2.062077,0.033239,-0.251638,1.199957,1.207744,-1.745729,-0.519803,-0.169604,1.381935,0.537818,-0.863924,-1.339613,0.769839,-0.15223,0.261985,1.154993,-0.859002,0.029612,-0.726584,2.441761,0.529849,-0.100794,-1.532094,-1.066895,-0.376926,-0.411604,-0.259625,-0.623113,-0.089888,-0.022904,-0.021854,-0.018792,4
-1.008301,3.267515,-1.186279,-0.285834,0.386694,0.341875,-3.101726,0.397942,0.581863,0.33865,1.92303,-0.648407,-0.134085,-0.172924,0.7512,-0.308516,0.145492,1.717598,0.767695,0.683774,0.005608,0.941944,-0.346287,-0.712381,-0.425985,0.452649,-0.386403,-1.015286,0.404022,0.36078,0.249546,0.314556,-0.033018,0.05958,-0.192099,-0.055112,0.263131,-0.520317,0.522697,-0.023657,-0.465167,0.075516,7
-0.92276,-0.161842,2.358972,1.735723,-0.607345,-1.458472,-0.23244,-0.555762,-0.019329,0.105195,1.532296,0.371229,0.55312,-0.627096,-0.589344,1.558216,1.012078,-1.954157,-1.027616,0.630014,-0.248353,0.736862,0.055718,0.016232,0.235612,-0.676558,0.85254,-0.382546,-1.299097,0.18441,0.568685,-0.170846,-0.514077,-0.46072,0.191131,-0.610434,-0.708219,0.186809,-0.008653,0.216556,-0.357645,0.12632,9
0.715124,0.849864,2.439789,0.698595,0.345523,-2.404541,1.026487,-0.19093,-0.374712,0.328055,-0.076448,-1.880638,-0.977147,0.01877,0.06479,-0.26127,0.54058,0.236527,0.222623,0.367485,-0.698329,1.064123,-0.390541,0.477065,-0.378029,0.195566,-0.044082,-0.33128,0.890384,0.540305,-0.401903,0.050955,0.607722,-0.507082,-0.178707,-0.118724,-0.67273,0.198802,0.050617,0.190209,-0.800502,0.642275,5
-0.158456,5.022619,-0.173619,-0.950809,0.774229,1.480482,-3.189797,0.385138,2.074879,1.025411,1.00692,-0.617757,-1.048041,-1.042036,-0.103319,-0.121388,-0.010196,0.112036,-0.271427,-0.063178,-0.264951,1.783215,-0.049572,-0.476395,-0.415942,0.098808,0.047273,-0.510307,1.176362,0.296501,0.599831,-0.536692,0.570806,0.349348,-0.344733,-0.602031,-0.001497,0.24552,0.205462,-0.161653,0.643813,-0.107712,7
-2.68964,1.62457,-2.380082,-1.686458,1.565535,-1.275287,-0.312884,-1.747817,-1.719054,0.402051,0.154513,-0.012634,-0.282633,-1.108097,-1.395461,0.589131,-0.734681,-0.63113,-0.01769,0.409388,0.188269,-0.263875,-0.124564,-0.331649,0.115872,0.282088,-0.116173,1.323855,-0.451365,-1.051924,-0.377721,-0.9838,0.74716,-0.406161,0.130145,0.545284,0.358561,0.127189,0.214136,-0.350383,0.537296,-0.057515,8
-0.641187,0.491454,-2.916901,1.93301,1.139184,-0.881349,-0.197253,-1.209362,-1.73922,0.912031,0.229723,-0.868266,0.129359,0.66659,-0.371155,0.953779,-0.230539,-1.337388,-0.670789,0.077793,-0.172672,0.510582,0.474543,-0.073034,-0.128744,0.155076,-0.248627,0.152395,1.270595,-0.326366,0.053479,0.408233,0.219256,-0.244379,-0.211556,-0.713095,0.075781,0.412757,-0.25793,-0.101182,-0.193556,-0.108787,1
0.864164,5.403764,-0.21276,-0.998328,-0.658659,1.348447,-2.585461,0.714393,0.979701,-0.446355,-0.441362,-1.207922,0.02288,0.908185,0.287894,0.14368,-0.58664,-1.487639,-0.521197,-0.609809,-0.988212,0.399306,-0.028189,-1.095961,0.303461,0.085813,-0.674362,-0.073406,1.414962,-0.865248,-0.443478,0.134778,-0.789171,-0.525504,0.251246,-0.702234,0.812655,-0.178557,0.14886,0.300807,-0.406395,0.051395,7
-0.788777,-1.39226,-3.933998,-1.099837,0.890293,-1.435076,0.267579,-0.686771,-1.936691,1.4094,0.098936,-0.702102,0.511944,-1.046082,-0.532266,-0.809145,0.459065,-0.978908,0.415895,0.594588,-0.653728,0.172953,-0.748432,-0.484305,0.805226,-0.055873,-0.112981,-0.361575,0.206243,-0.684576,0.423068,-0.136868,0.990396,0.174877,0.647356,0.483506,0.122648,0.029694,-0.38359,0.271759,0.445885,0.244753,1
1.055969,5.745622,0.190915,0.169916,-1.086323,1.054269,-2.820425,0.187909,0.867273,-0.533002,0.703685,-1.046413,-0.526375,-0.191994,0.553302,-0.749319,0.151341,0.098007,0.404236,-0.604883,-0.968878,0.41308,0.945784,0.13699,0.432267,0.446816,-0.626654,0.258295,1.218046,0.427307,-0.435192,-0.097964,0.080633,0.299207,-0.199651,-0.608578,-0.145569,-0.422493,0.098236,-0.267778,0.414127,-0.21836,7
-0.631343,-3.661433,1.970264,-3.025911,1.190212,0.315641,0.605563,3.72793,1.078247,-0.838358,-0.077745,0.331108,2.752683,-0.070065,1.143049,-1.100771,-0.628593,-2.290633,1.138786,2.46381,-0.106679,-1.085812,-0.715117,-0.338273,1.656775,0.088516,-0.335261,0.174485,-0.704827,0.120648,0.271951,-0.697918,-0.05525,0.03616,-0.06009,-0.462253,0.593404,-0.242867,0.419976,0.073558,-0.095118,0.835155,6
-5.051077,-0.457112,-2.30944,-0.475623,-1.636912,0.637824,1.740533,-1.498947,1.11318,-0.354958,0.238117,1.244728,2.114668,0.299601,0.545684,0.036591,1.017315,0.514053,0.64681,0.158952,-0.367253,-1.20121,0.581333,0.383535,1.723665,-0.106453,-0.439062,0.019589,0.052594,-0.406294,-0.127483,-0.676905,0.625645,-1.014912,-0.572907,0.518869,-0.916477,-0.448572,-0.378558,0.005983,0.141815,0.151493,2
-2.012478,1.529118,-0.316488,-0.209387,-0.446216,1.221324,-2.401765,-0.57466,-0.986283,-1.93741,-0.407168,1.580427,0.795385,-1.231512,-0.00409,-0.931838,-1.165416,0.927051,-0.327803,-0.637495,0.910131,-0.083863,-0.222214,0.892706,-0.259108,-0.154714,0.364975,-0.609746,-0.860599,-0.226089,0.350042,0.295794,0.856122,-0.707396,-0.313796,-0.272012,0.746588,-0.006775,0.150619,0.727488,-0.343234,0.926121,2
1.074001,-2.362535,-2.616675,-0.445805,-0.173953,-0.989366,-0.319266,1.274324,-1.642669,0.122755,-0.515487,-0.437598,0.342751,1.130019,0.317287,0.346053,-0.544056,0.487144,-0.370961,-1.20135,0.77193,-0.235169,0.271528,-1.25351,-0.379324,-0.529721,0.329312,0.369059,0.225576,0.57879,0.478563,1.018804,-0.076734,-0.217787,-0.302238,-0.638465,-0.163285,-0.170244,-0.004347,-0.686505,0.081677,-0.994167,6
-3.178244,1.874439,0.562346,-6.586065,0.29948,-0.980329,1.137316,1.982538,2.847021,-0.142653,-0.700487,1.292745,-2.689704,-0.163042,-1.817126,2.361627,1.104446,2.063724,-0.650855,-0.18856,-0.955298,0.57588,-0.336922,-1.026248,-0.686334,0.459736,-0.207116,0.587059,-1.224618,-0.250355,-0.938629,1.385785,-0.222741,-0.799988,-0.379553,-1.068073,0.251926,0.131784,0.384314,-0.309982,-0.276894,-0.27731,5
4.290276,-0.977073,-0.635541,-1.467798,-0.647164,-2.013137,0.86626,-0.355514,2.164805,0.514742,0.40491,0.107048,1.331599,-0.318279,0.505358,0.06281,0.358833,-0.630565,-0.503467,-0.705799,1.234044,-0.771547,0.340859,1.036792,-0.628858,-0.489666,0.623502,-0.43419,-0.334461,-0.007701,0.203806,0.464644,-0.172361,-0.854931,-0.50962,0.180664,1.247247,0.760238,-0.458465,0.120925,-0.632593,-0.588253,4
0.22084,-0.53134,-3.32195,-2.922299,-0.818306,-6.893717,2.564615,-1.154024,0.087516,-1.395855,9.668016,7.794687,-9.470179,5.804134,4.387726,-11.004239,-1.271791,-1.6036,-8.473997,2.263625,-0.214997,1.670955,-0.223091,1.329181,-4.25316,-11.351303,-15.940161,1.953924,-2.434642,0.201778,0.59704,-0.276951,0.354638,0.304588,-0.374149,-0.728222,-0.43657,-0.295023,0.325629,-0.14249,-0.292554,0.147579,1
-1.78384,3.596427,-0.607569,-0.876007,1.118001,1.214332,-2.633181,0.251086,2.704085,1.230131,2.562417,0.606827,-0.00163,-0.40767,0.190034,0.923402,0.643722,0.746653,0.667512,1.139796,-0.164789,0.103972,0.173075,-1.411372,-0.224711,0.871452,-0.685252,-0.046128,-0.174407,0.254841,0.620375,0.107344,0.60504,0.299037,0.178071,-0.125508,0.909458,-0.714733,-0.006517,-0.531471,-0.131173,-1.181857,7
-0.290525,4.248527,0.150944,-1.520818,-1.11649,-0.861197,-1.439451,1.464242,0.325753,-2.402111,-0.101446,0.214367,0.095866,-2.061936,-0.094569,-1.299201,-0.227572,0.674155,0.494322,-0.035638,-0.890777,-0.194062,-0.68778,-0.206011,-0.52212,0.627226,-0.644322,-0.659555,0.438004,-0.811876,-0.421609,0.744425,0.005426,0.991981,0.000125,0.789728,0.864664,-0.325421,0.761728,-0.598948,-0.418617,-0.829709,9
2.529863,0.021677,-3.871411,1.159231,1.417173,-2.470209,0.607866,0.753839,0.737467,0.055316,0.361049,0.877589,-0.35528,-0.804057,-0.363854,0.49559,-0.080051,1.957039,0.060204,1.018959,1.44337,0.957215,0.021155,1.540414,0.024501,-0.545052,0.497512,-0.345751,0.586447,0.253262,-0.710594,-0.637419,-0.37709,-0.292773,-0.060125,0.892277,0.158873,-0.06483,0.3797,-0.333501,-0.443846,0.089536,1
-2.296484,5.430442,0.793303,-0.536202,0.660029,1.383572,1.460714,1.756569,1.136717,-0.681384,-1.883898,-0.114033,0.376912,0.833671,-0.397577,0.184533,-1.985447,-1.222003,-1.321485,-1.636454,1.263021,-1.084694,0.696448,0.450438,0.833873,-0.930026,0.211594,1.202342,0.855949,-0.672199,-1.42522,0.092987,0.172617,0.009202,0.421153,0.837767,0.51534,0.064966,0.113927,-0.27423,-0.370699,-0.682268,3
3.370279,-0.460076,0.422433,-3.516668,-1.523026,-2.058651,0.018901,-1.31941,2.124752,0.340395,1.297152,-0.340281,1.402036,-0.636729,0.593159,0.36994,0.335843,-1.19632,-0.419359,-0.546117,0.879847,-0.61837,1.057321,0.295525,-0.931038,-0.346946,0.381904,-0.187728,0.488907,0.163081,0.189758,0.952674,-0.819885,-0.370143,-0.409652,-0.41501,0.013933,0.493545,-1.007581,0.360481,-0.146024,-0.142394,4
1.392865,-1.857899,3.521862,-1.598339,0.681116,-0.710716,-0.15187,-1.825024,-0.262212,0.362386,-0.969473,0.29257,-0.276188,0.645384,-0.239749,0.414242,-0.400535,0.794594,-0.224385,0.226727,0.760529,0.343191,-1.22549,-0.38226,0.347532,-0.831848,0.534034,-0.391263,-0.837807,-0.015803,-0.035658,0.413399,0.233815,-0.037695,-0.026318,0.253579,0.095361,-0.223101,-0.234044,0.336921,0.06872,0.021945,0
2.095157,-0.934463,-1.257293,-3.059539,-1.419281,-1.856415,0.032666,-0.62848,1.759399,0.424651,0.549971,-0.663222,2.376173,-0.480484,1.140639,-1.162701,0.826939,-1.121863,0.12297,-0.560122,0.477508,-1.019147,-0.781775,1.366427,-0.842844,-0.770734,0.838234,-0.060162,0.843135,0.09459,-0.610245,-0.325097,0.245025,-0.679202,-0.095316,-0.055325,-0.232723,0.822621,-0.122513,-0.439614,-0.686224,-0.324421,4
