@relation optdigits-weka.filters.supervised.attribute.NominalToBinary-weka.filters.unsupervised.attribute.RandomProjection-N10-R42-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute class {0,1,2,3,4,5,6,7,8,9}

@data
157.616623,-3.464102,-41.569219,-95.262794,-117.779455,51.961524,-41.569219,43.30127,12.124356,93.530744,1
96.994845,17.320508,-12.124356,-69.282032,-25.980762,38.105118,0,24.248711,55.425626,10.392305,9
96.994845,-17.320508,-36.373067,-31.176915,-38.105118,25.980762,-34.641016,17.320508,27.712813,-1.732051,5
43.30127,27.712813,22.51666,-58.889727,8.660254,62.353829,-17.320508,58.889727,38.105118,31.176915,7
74.478185,20.78461,24.248711,-48.497423,-48.497423,1.732051,-10.392305,-19.052559,43.30127,77.942286,9
51.961524,15.588457,-34.641016,-91.798693,-79.674337,62.353829,-5.196152,13.856406,29.444864,39.837169,1
107.38715,46.765372,-25.980762,-74.478185,5.196152,72.746134,8.660254,17.320508,13.856406,91.798693,8
79.674337,25.980762,-29.444864,-90.066642,-65.817931,60.621778,-17.320508,-10.392305,77.942286,76.210236,1
88.334591,-17.320508,-74.478185,-17.320508,-62.353829,-6.928203,25.980762,-24.248711,36.373067,-5.196152,0
86.60254,-13.856406,-71.014083,-6.928203,-60.621778,-41.569219,10.392305,-17.320508,38.105118,-6.928203,0
131.635861,1.732051,-29.444864,-58.889727,-55.425626,76.210236,1.732051,8.660254,-38.105118,74.478185,9
86.60254,22.51666,-105.655099,-32.908965,-41.569219,-83.138439,41.569219,22.51666,27.712813,58.889727,6
91.798693,-10.392305,-50.229473,-41.569219,-76.210236,-88.334591,50.229473,-8.660254,-24.248711,79.674337,6
93.530744,36.373067,-34.641016,-51.961524,-48.497423,-83.138439,31.176915,19.052559,-62.353829,90.066642,2
62.353829,-57.157677,-50.229473,-48.497423,-51.961524,58.889727,-29.444864,32.908965,10.392305,0,5
131.635861,-10.392305,-6.928203,-41.569219,-58.889727,77.942286,-17.320508,-6.928203,-6.928203,76.210236,9
65.817931,12.124356,-55.425626,-51.961524,-20.78461,22.51666,-0,-20.78461,65.817931,20.78461,4
93.530744,-27.712813,-64.08588,-57.157677,-84.87049,-60.621778,51.961524,-6.928203,-19.052559,53.693575,6
51.961524,-0,-67.549981,-64.08588,-29.444864,-10.392305,-6.928203,-25.980762,86.60254,15.588457,4
71.014083,-12.124356,-58.889727,-15.588457,-53.693575,-17.320508,13.856406,-5.196152,46.765372,-3.464102,0
39.837169,27.712813,15.588457,-51.961524,24.248711,76.210236,-8.660254,27.712813,57.157677,17.320508,7
121.243557,-1.732051,-29.444864,-13.856406,-43.30127,48.497423,-13.856406,-24.248711,1.732051,69.282032,9
124.707658,-13.856406,-13.856406,-34.641016,-46.765372,43.30127,-13.856406,15.588457,6.928203,84.87049,9
86.60254,-8.660254,-53.693575,-8.660254,-105.655099,-19.052559,10.392305,-19.052559,-6.928203,10.392305,0
112.583302,-25.980762,-57.157677,-27.712813,-46.765372,25.980762,-24.248711,12.124356,31.176915,31.176915,5
107.38715,22.51666,-3.464102,-39.837169,-51.961524,12.124356,-25.980762,19.052559,-10.392305,62.353829,3
138.564065,22.51666,-38.105118,-25.980762,-31.176915,69.282032,-27.712813,1.732051,22.51666,57.157677,9
31.176915,-5.196152,-36.373067,-51.961524,-29.444864,-74.478185,-1.732051,-15.588457,83.138439,6.928203,4
121.243557,6.928203,-19.052559,-60.621778,-55.425626,57.157677,-19.052559,38.105118,-19.052559,62.353829,3
91.798693,12.124356,-90.066642,-27.712813,-38.105118,-39.837169,17.320508,20.78461,6.928203,22.51666,6
114.315353,36.373067,-41.569219,-62.353829,-8.660254,45.033321,-15.588457,91.798693,19.052559,90.066642,3
105.655099,8.660254,-51.961524,-45.033321,-96.994845,-102.190998,13.856406,-1.732051,-27.712813,22.51666,2
103.923048,15.588457,-17.320508,-51.961524,-3.464102,58.889727,-20.78461,79.674337,32.908965,58.889727,3
140.296115,31.176915,-39.837169,-51.961524,-27.712813,62.353829,-8.660254,38.105118,10.392305,81.406388,9
100.458947,-19.052559,-65.817931,-15.588457,-109.119201,-41.569219,5.196152,10.392305,8.660254,-1.732051,0
107.38715,-5.196152,-83.138439,-98.726896,-72.746134,25.980762,-5.196152,38.105118,32.908965,77.942286,1
71.014083,-19.052559,-77.942286,-29.444864,-50.229473,-48.497423,6.928203,50.229473,3.464102,20.78461,6
109.119201,17.320508,-32.908965,-69.282032,-29.444864,38.105118,-6.928203,74.478185,13.856406,74.478185,3
46.765372,-13.856406,-27.712813,-83.138439,-20.78461,-6.928203,22.51666,24.248711,3.464102,107.38715,8
100.458947,-31.176915,-57.157677,-17.320508,-95.262794,-17.320508,6.928203,15.588457,10.392305,-5.196152,0
0,29.444864,1.732051,-65.817931,25.980762,64.08588,-6.928203,50.229473,5.196152,25.980762,7
110.851252,-38.105118,-93.530744,-3.464102,-91.798693,-29.444864,17.320508,8.660254,13.856406,-10.392305,0
133.367912,-36.373067,-84.87049,-10.392305,-45.033321,-12.124356,-22.51666,90.066642,12.124356,72.746134,5
135.099963,0,-93.530744,-91.798693,-72.746134,27.712813,-13.856406,-0,3.464102,74.478185,1
98.726896,-45.033321,-53.693575,-62.353829,-116.047404,-62.353829,22.51666,45.033321,-39.837169,60.621778,6
69.282032,-20.78461,-34.641016,27.712813,53.693575,29.444864,-22.51666,1.732051,55.425626,-27.712813,7
25.980762,12.124356,-3.464102,-20.78461,19.052559,38.105118,-41.569219,-25.980762,69.282032,-12.124356,7
34.641016,-19.052559,-46.765372,-41.569219,-25.980762,-5.196152,12.124356,-32.908965,74.478185,1.732051,4
103.923048,10.392305,-22.51666,-64.08588,-29.444864,39.837169,-13.856406,76.210236,12.124356,62.353829,3
100.458947,-29.444864,-90.066642,-57.157677,-62.353829,-41.569219,19.052559,77.942286,6.928203,69.282032,6
93.530744,-8.660254,-72.746134,-15.588457,-67.549981,29.444864,-53.693575,-39.837169,71.014083,-19.052559,4
74.478185,25.980762,-72.746134,-29.444864,-34.641016,-8.660254,-17.320508,1.732051,39.837169,19.052559,9
81.406388,-39.837169,-45.033321,-20.78461,-65.817931,-3.464102,13.856406,50.229473,-25.980762,62.353829,8
98.726896,1.732051,-77.942286,-38.105118,-65.817931,-67.549981,5.196152,55.425626,6.928203,65.817931,6
96.994845,-0,-50.229473,1.732051,-17.320508,10.392305,-39.837169,-15.588457,17.320508,32.908965,9
90.066642,-22.51666,-45.033321,-43.30127,-38.105118,27.712813,12.124356,55.425626,-22.51666,107.38715,8
20.78461,17.320508,6.928203,-36.373067,43.30127,55.425626,-3.464102,5.196152,57.157677,0,7
100.458947,-27.712813,-72.746134,-13.856406,-77.942286,-15.588457,8.660254,25.980762,29.444864,19.052559,0
107.38715,34.641016,-88.334591,-50.229473,-41.569219,31.176915,-15.588457,46.765372,24.248711,51.961524,9
124.707658,-31.176915,-93.530744,-19.052559,-48.497423,-3.464102,-39.837169,98.726896,34.641016,48.497423,5
105.655099,29.444864,-27.712813,-79.674337,-17.320508,50.229473,10.392305,53.693575,6.928203,86.60254,3
90.066642,-15.588457,-51.961524,-38.105118,-38.105118,6.928203,-3.464102,79.674337,-5.196152,90.066642,8
136.832014,22.51666,-58.889727,-25.980762,-31.176915,29.444864,-53.693575,27.712813,55.425626,76.210236,9
51.961524,-43.30127,-83.138439,-50.229473,-55.425626,-46.765372,48.497423,43.30127,-31.176915,51.961524,6
116.047404,19.052559,-39.837169,-65.817931,-31.176915,-27.712813,31.176915,65.817931,-39.837169,119.511506,2
88.334591,-22.51666,-83.138439,-20.78461,-91.798693,-39.837169,3.464102,-13.856406,-55.425626,60.621778,6
140.296115,-24.248711,-19.052559,-1.732051,-58.889727,31.176915,-64.08588,-12.124356,32.908965,62.353829,9
79.674337,32.908965,-6.928203,-43.30127,-25.980762,65.817931,-36.373067,-39.837169,67.549981,84.87049,1
121.243557,24.248711,-50.229473,-22.51666,-31.176915,24.248711,-29.444864,39.837169,36.373067,65.817931,9
95.262794,-8.660254,-57.157677,-72.746134,-79.674337,-67.549981,13.856406,-22.51666,-38.105118,32.908965,4
126.439709,6.928203,-32.908965,-13.856406,-27.712813,20.78461,-41.569219,6.928203,32.908965,48.497423,9
119.511506,15.588457,-64.08588,-24.248711,-29.444864,31.176915,-13.856406,12.124356,15.588457,43.30127,9
100.458947,-15.588457,-38.105118,-31.176915,-27.712813,41.569219,0,39.837169,5.196152,112.583302,8
90.066642,19.052559,-19.052559,-69.282032,1.732051,12.124356,39.837169,100.458947,-3.464102,110.851252,2
45.033321,-10.392305,8.660254,-27.712813,13.856406,95.262794,-5.196152,10.392305,6.928203,-6.928203,7
98.726896,-29.444864,-76.210236,-41.569219,-93.530744,-19.052559,19.052559,-5.196152,-41.569219,43.30127,6
109.119201,24.248711,-15.588457,-51.961524,12.124356,22.51666,-43.30127,55.425626,43.30127,88.334591,3
91.798693,10.392305,-15.588457,-43.30127,3.464102,24.248711,-15.588457,34.641016,8.660254,91.798693,3
74.478185,-13.856406,-22.51666,10.392305,55.425626,46.765372,-24.248711,17.320508,41.569219,10.392305,7
98.726896,22.51666,-45.033321,-90.066642,-24.248711,17.320508,38.105118,60.621778,-6.928203,96.994845,2
65.817931,-45.033321,-51.961524,-58.889727,-95.262794,-15.588457,13.856406,-1.732051,-32.908965,84.87049,6
126.439709,22.51666,-60.621778,-19.052559,-24.248711,36.373067,-20.78461,29.444864,46.765372,38.105118,9
22.51666,13.856406,-36.373067,-76.210236,-72.746134,-36.373067,83.138439,13.856406,-38.105118,34.641016,4
98.726896,-12.124356,-29.444864,-48.497423,-17.320508,48.497423,-6.928203,34.641016,1.732051,105.655099,8
122.975607,-19.052559,-25.980762,-27.712813,-31.176915,27.712813,-13.856406,27.712813,20.78461,98.726896,8
95.262794,60.621778,-17.320508,-86.60254,6.928203,22.51666,36.373067,86.60254,-8.660254,91.798693,2
129.903811,-19.052559,-67.549981,-32.908965,-53.693575,-12.124356,-62.353829,38.105118,31.176915,55.425626,5
112.583302,-12.124356,-48.497423,-12.124356,-5.196152,34.641016,-10.392305,-1.732051,6.928203,62.353829,8
41.569219,-0,-22.51666,-90.066642,-91.798693,-43.30127,67.549981,17.320508,-17.320508,53.693575,4
90.066642,6.928203,-51.961524,-12.124356,-39.837169,1.732051,39.837169,6.928203,27.712813,32.908965,0
79.674337,-19.052559,-27.712813,-6.928203,38.105118,58.889727,-20.78461,31.176915,51.961524,20.78461,7
46.765372,-0,-60.621778,-77.942286,-90.066642,-46.765372,65.817931,19.052559,-12.124356,38.105118,4
117.779455,6.928203,-41.569219,-12.124356,-34.641016,24.248711,-27.712813,17.320508,27.712813,62.353829,9
93.530744,8.660254,-29.444864,-102.190998,-76.210236,46.765372,0,3.464102,38.105118,91.798693,1
83.138439,22.51666,-46.765372,-3.464102,-39.837169,8.660254,27.712813,20.78461,43.30127,22.51666,0
88.334591,22.51666,-27.712813,-50.229473,0,-10.392305,29.444864,64.08588,24.248711,96.994845,2
95.262794,22.51666,-41.569219,-65.817931,-10.392305,19.052559,36.373067,69.282032,15.588457,84.87049,2
126.439709,-20.78461,-55.425626,-32.908965,-88.334591,-5.196152,-27.712813,10.392305,-17.320508,50.229473,5
138.564065,-19.052559,-25.980762,-45.033321,-74.478185,22.51666,1.732051,45.033321,-8.660254,122.975607,9
39.837169,39.837169,-62.353829,-53.693575,-98.726896,17.320508,-12.124356,-10.392305,62.353829,-8.660254,4
53.693575,-19.052559,17.320508,12.124356,12.124356,95.262794,-34.641016,-6.928203,29.444864,10.392305,7
143.760217,17.320508,-17.320508,-81.406388,-79.674337,51.961524,-27.712813,24.248711,10.392305,122.975607,1
69.282032,-12.124356,-32.908965,-79.674337,-24.248711,29.444864,12.124356,10.392305,-24.248711,142.028166,8
86.60254,-1.732051,39.837169,-10.392305,46.765372,46.765372,-20.78461,41.569219,65.817931,53.693575,7
27.712813,-19.052559,-20.78461,-41.569219,-93.530744,-19.052559,29.444864,-13.856406,43.30127,36.373067,4
110.851252,13.856406,-53.693575,-31.176915,-58.889727,-1.732051,24.248711,8.660254,50.229473,-20.78461,0
124.707658,10.392305,-51.961524,-95.262794,-60.621778,3.464102,13.856406,17.320508,-45.033321,102.190998,2
65.817931,-19.052559,-48.497423,-34.641016,6.928203,-17.320508,19.052559,1.732051,3.464102,57.157677,8
109.119201,-27.712813,-34.641016,-58.889727,-103.923048,-8.660254,-12.124356,6.928203,-27.712813,41.569219,5
58.889727,-13.856406,-53.693575,-50.229473,-90.066642,-0,8.660254,31.176915,-0,34.641016,6
77.942286,-41.569219,-58.889727,-69.282032,-100.458947,-10.392305,8.660254,19.052559,-36.373067,50.229473,6
93.530744,1.732051,12.124356,17.320508,36.373067,65.817931,-25.980762,36.373067,51.961524,17.320508,7
133.367912,-48.497423,-17.320508,-62.353829,-133.367912,12.124356,1.732051,-1.732051,-53.693575,74.478185,5
32.908965,15.588457,-36.373067,-48.497423,-100.458947,27.712813,-8.660254,-27.712813,60.621778,19.052559,4
105.655099,51.961524,-45.033321,-93.530744,-22.51666,-25.980762,29.444864,83.138439,-46.765372,100.458947,2
67.549981,-6.928203,-95.262794,-67.549981,-71.014083,-67.549981,43.30127,53.693575,-29.444864,67.549981,6
107.38715,-8.660254,-36.373067,-51.961524,-25.980762,46.765372,10.392305,62.353829,-10.392305,122.975607,3
90.066642,-13.856406,31.176915,-6.928203,29.444864,71.014083,-13.856406,50.229473,53.693575,77.942286,7
109.119201,3.464102,-27.712813,-58.889727,-43.30127,20.78461,12.124356,48.497423,-6.928203,76.210236,3
67.549981,5.196152,-67.549981,-64.08588,-24.248711,15.588457,-1.732051,20.78461,13.856406,71.014083,8
86.60254,-6.928203,-27.712813,-55.425626,-81.406388,-6.928203,32.908965,-3.464102,0,65.817931,5
79.674337,-8.660254,-10.392305,-48.497423,3.464102,93.530744,-3.464102,74.478185,58.889727,34.641016,7
121.243557,25.980762,-46.765372,-8.660254,-12.124356,15.588457,-22.51666,34.641016,24.248711,105.655099,9
50.229473,-24.248711,-62.353829,-64.08588,-88.334591,-0,0,12.124356,43.30127,15.588457,4
140.296115,-25.980762,-13.856406,-84.87049,-121.243557,6.928203,22.51666,8.660254,-41.569219,62.353829,5
109.119201,-46.765372,-32.908965,-67.549981,-107.38715,-5.196152,17.320508,-1.732051,-39.837169,77.942286,5
96.994845,-12.124356,34.641016,13.856406,43.30127,55.425626,-24.248711,34.641016,55.425626,58.889727,7
107.38715,22.51666,-1.732051,-77.942286,15.588457,69.282032,-1.732051,60.621778,32.908965,128.17176,3
67.549981,36.373067,-27.712813,-39.837169,-32.908965,20.78461,-8.660254,6.928203,20.78461,72.746134,8
36.373067,6.928203,-46.765372,-55.425626,-116.047404,-13.856406,-10.392305,-8.660254,53.693575,15.588457,4
100.458947,-1.732051,1.732051,-57.157677,-15.588457,50.229473,-12.124356,3.464102,19.052559,74.478185,3
45.033321,17.320508,-65.817931,-55.425626,-24.248711,3.464102,-10.392305,-5.196152,77.942286,-12.124356,4
100.458947,32.908965,-64.08588,-36.373067,-64.08588,69.282032,-38.105118,3.464102,3.464102,8.660254,9
36.373067,-24.248711,-17.320508,-71.014083,-65.817931,-17.320508,5.196152,-10.392305,57.157677,10.392305,4
31.176915,17.320508,-19.052559,-29.444864,-102.190998,-34.641016,-10.392305,-15.588457,60.621778,-5.196152,4
131.635861,22.51666,-3.464102,-62.353829,-17.320508,67.549981,-43.30127,50.229473,24.248711,81.406388,3
102.190998,-8.660254,-38.105118,-32.908965,-81.406388,-38.105118,8.660254,6.928203,19.052559,15.588457,0
124.707658,-5.196152,-48.497423,-46.765372,-64.08588,46.765372,-43.30127,6.928203,8.660254,62.353829,9
109.119201,-3.464102,-19.052559,-45.033321,-12.124356,-6.928203,-22.51666,31.176915,5.196152,109.119201,8
67.549981,1.732051,-24.248711,-25.980762,-45.033321,39.837169,3.464102,3.464102,-22.51666,69.282032,8
119.511506,-24.248711,-20.78461,-74.478185,-128.17176,-10.392305,25.980762,0,-8.660254,71.014083,6
96.994845,24.248711,-25.980762,-57.157677,-24.248711,-36.373067,27.712813,-10.392305,-79.674337,76.210236,2
126.439709,1.732051,-34.641016,-46.765372,-65.817931,65.817931,-39.837169,-3.464102,13.856406,81.406388,9
100.458947,19.052559,6.928203,-53.693575,1.732051,34.641016,-31.176915,12.124356,29.444864,71.014083,3
77.942286,-17.320508,-27.712813,-27.712813,-88.334591,-31.176915,27.712813,0,-6.928203,24.248711,0
81.406388,5.196152,25.980762,-53.693575,-45.033321,58.889727,1.732051,10.392305,-15.588457,69.282032,3
100.458947,-25.980762,-46.765372,-60.621778,-109.119201,-8.660254,32.908965,-13.856406,1.732051,13.856406,0
88.334591,-13.856406,-50.229473,-27.712813,-91.798693,-22.51666,20.78461,-24.248711,36.373067,-15.588457,0
102.190998,3.464102,-19.052559,-105.655099,-25.980762,43.30127,12.124356,39.837169,-13.856406,114.315353,2
103.923048,13.856406,6.928203,-65.817931,-22.51666,62.353829,-5.196152,15.588457,13.856406,69.282032,3
135.099963,12.124356,-38.105118,-38.105118,-71.014083,60.621778,-39.837169,17.320508,1.732051,48.497423,9
72.746134,39.837169,-22.51666,-86.60254,-58.889727,77.942286,-32.908965,-29.444864,65.817931,74.478185,1
91.798693,-5.196152,-57.157677,-27.712813,-67.549981,-29.444864,25.980762,-13.856406,20.78461,20.78461,0
124.707658,6.928203,-45.033321,-50.229473,-53.693575,53.693575,-43.30127,24.248711,17.320508,98.726896,9
88.334591,-10.392305,-39.837169,-41.569219,-91.798693,1.732051,34.641016,-19.052559,1.732051,27.712813,0
112.583302,38.105118,-36.373067,-36.373067,-88.334591,39.837169,-1.732051,29.444864,-6.928203,43.30127,8
117.779455,-19.052559,-77.942286,-77.942286,-77.942286,41.569219,-6.928203,32.908965,17.320508,43.30127,5
129.903811,24.248711,-17.320508,-116.047404,-10.392305,53.693575,10.392305,32.908965,-8.660254,74.478185,2
20.78461,5.196152,-12.124356,-50.229473,-81.406388,-46.765372,1.732051,-20.78461,71.014083,12.124356,4
60.621778,29.444864,-5.196152,-96.994845,-46.765372,32.908965,39.837169,19.052559,3.464102,64.08588,1
45.033321,20.78461,6.928203,-93.530744,-31.176915,46.765372,31.176915,13.856406,1.732051,53.693575,1
76.210236,5.196152,-29.444864,-22.51666,-84.87049,-32.908965,19.052559,-24.248711,27.712813,22.51666,0
98.726896,3.464102,-19.052559,-27.712813,-1.732051,-31.176915,-5.196152,-0,39.837169,29.444864,2
25.980762,10.392305,-8.660254,-36.373067,-34.641016,62.353829,-20.78461,72.746134,13.856406,-10.392305,7
103.923048,-1.732051,-5.196152,-58.889727,10.392305,-22.51666,27.712813,48.497423,27.712813,103.923048,2
48.497423,-5.196152,-22.51666,-90.066642,-29.444864,34.641016,34.641016,12.124356,-15.588457,58.889727,8
117.779455,3.464102,-13.856406,-65.817931,0,-5.196152,-12.124356,32.908965,34.641016,83.138439,2
77.942286,-25.980762,-41.569219,-39.837169,-105.655099,-19.052559,12.124356,-0,22.51666,25.980762,0
93.530744,-8.660254,17.320508,-48.497423,6.928203,8.660254,-27.712813,13.856406,17.320508,81.406388,3
126.439709,-31.176915,-17.320508,-74.478185,-107.38715,27.712813,-60.621778,10.392305,-12.124356,64.08588,5
103.923048,-36.373067,-93.530744,-64.08588,-69.282032,31.176915,-12.124356,51.961524,17.320508,15.588457,5
90.066642,-55.425626,-72.746134,-64.08588,-62.353829,48.497423,-27.712813,55.425626,17.320508,-5.196152,5
103.923048,1.732051,24.248711,-55.425626,-67.549981,50.229473,-10.392305,3.464102,-24.248711,62.353829,3
53.693575,-34.641016,1.732051,-65.817931,-91.798693,-38.105118,43.30127,15.588457,-38.105118,69.282032,6
107.38715,-39.837169,3.464102,-19.052559,-64.08588,64.08588,-43.30127,-15.588457,1.732051,79.674337,9
29.444864,8.660254,-6.928203,-91.798693,-22.51666,29.444864,43.30127,-6.928203,6.928203,46.765372,8
62.353829,6.928203,-76.210236,-29.444864,-17.320508,1.732051,-8.660254,-13.856406,64.08588,-17.320508,4
74.478185,-8.660254,-46.765372,-95.262794,-57.157677,53.693575,31.176915,62.353829,-27.712813,51.961524,1
55.425626,6.928203,-27.712813,-51.961524,-3.464102,6.928203,12.124356,13.856406,5.196152,91.798693,8
62.353829,6.928203,-55.425626,-112.583302,-55.425626,58.889727,50.229473,67.549981,-1.732051,48.497423,1
51.961524,-12.124356,-31.176915,-83.138439,-34.641016,32.908965,43.30127,15.588457,-5.196152,64.08588,8
96.994845,3.464102,-58.889727,-58.889727,-27.712813,19.052559,-15.588457,27.712813,0,67.549981,9
154.152522,-27.712813,-12.124356,-13.856406,-51.961524,32.908965,-72.746134,-1.732051,22.51666,91.798693,9
36.373067,-12.124356,-53.693575,-60.621778,-60.621778,22.51666,55.425626,41.569219,-32.908965,19.052559,1
98.726896,-13.856406,17.320508,-29.444864,1.732051,48.497423,-25.980762,24.248711,15.588457,90.066642,3
105.655099,-48.497423,-83.138439,-53.693575,-79.674337,34.641016,-22.51666,46.765372,15.588457,15.588457,5
57.157677,17.320508,-58.889727,-50.229473,-15.588457,29.444864,-17.320508,38.105118,65.817931,12.124356,4
58.889727,1.732051,-22.51666,-84.87049,-74.478185,-29.444864,55.425626,5.196152,-19.052559,79.674337,6
91.798693,-41.569219,-50.229473,-38.105118,-81.406388,-17.320508,8.660254,0,10.392305,-12.124356,0
135.099963,10.392305,13.856406,-45.033321,1.732051,29.444864,-48.497423,8.660254,38.105118,91.798693,3
83.138439,-5.196152,-1.732051,-64.08588,10.392305,-12.124356,20.78461,79.674337,8.660254,96.994845,2
60.621778,-5.196152,0,-13.856406,29.444864,50.229473,-20.78461,60.621778,43.30127,15.588457,7
38.105118,-1.732051,-25.980762,-77.942286,-43.30127,29.444864,43.30127,15.588457,-8.660254,46.765372,8
103.923048,-64.08588,-102.190998,-67.549981,-71.014083,65.817931,-10.392305,29.444864,8.660254,0,5
122.975607,-34.641016,-58.889727,5.196152,-71.014083,34.641016,-31.176915,-10.392305,5.196152,12.124356,5
31.176915,3.464102,-27.712813,-29.444864,-131.635861,-46.765372,29.444864,-25.980762,5.196152,6.928203,4
64.08588,-32.908965,-81.406388,-39.837169,-71.014083,-46.765372,29.444864,27.712813,-22.51666,43.30127,6
122.975607,27.712813,3.464102,-50.229473,-72.746134,71.014083,-29.444864,41.569219,12.124356,60.621778,3
93.530744,6.928203,-22.51666,-22.51666,-12.124356,15.588457,-24.248711,20.78461,20.78461,71.014083,9
116.047404,43.30127,-27.712813,-100.458947,-15.588457,31.176915,20.78461,67.549981,-24.248711,93.530744,2
64.08588,-1.732051,32.908965,0,22.51666,57.157677,-41.569219,46.765372,31.176915,8.660254,7
41.569219,19.052559,12.124356,-96.994845,-22.51666,32.908965,36.373067,31.176915,12.124356,53.693575,1
100.458947,51.961524,-20.78461,-81.406388,-10.392305,0,32.908965,84.87049,-12.124356,109.119201,2
126.439709,10.392305,-46.765372,-48.497423,-83.138439,-51.961524,-12.124356,38.105118,29.444864,24.248711,5
74.478185,-27.712813,-22.51666,-41.569219,-84.87049,-79.674337,43.30127,12.124356,-19.052559,83.138439,6
110.851252,-17.320508,-48.497423,-24.248711,-79.674337,-10.392305,-0,17.320508,10.392305,27.712813,5
72.746134,51.961524,24.248711,-71.014083,12.124356,57.157677,-5.196152,3.464102,58.889727,65.817931,1
86.60254,-34.641016,-6.928203,32.908965,65.817931,57.157677,-32.908965,20.78461,31.176915,-5.196152,7
124.707658,-3.464102,8.660254,-39.837169,-67.549981,50.229473,-17.320508,13.856406,5.196152,67.549981,3
76.210236,-25.980762,-50.229473,-22.51666,-72.746134,-19.052559,34.641016,13.856406,1.732051,32.908965,0
121.243557,1.732051,34.641016,-24.248711,-24.248711,38.105118,-15.588457,-12.124356,19.052559,90.066642,3
77.942286,-43.30127,-20.78461,-46.765372,-93.530744,-69.282032,53.693575,19.052559,-36.373067,83.138439,6
69.282032,45.033321,1.732051,-76.210236,-34.641016,34.641016,17.320508,3.464102,15.588457,62.353829,1
107.38715,32.908965,-17.320508,-81.406388,1.732051,15.588457,1.732051,67.549981,22.51666,76.210236,2
119.511506,25.980762,8.660254,-53.693575,-20.78461,46.765372,-38.105118,34.641016,15.588457,100.458947,3
77.942286,-13.856406,12.124356,31.176915,62.353829,15.588457,-25.980762,50.229473,50.229473,5.196152,7
32.908965,-17.320508,-36.373067,-32.908965,-140.296115,-58.889727,45.033321,-32.908965,3.464102,6.928203,4
109.119201,1.732051,5.196152,-62.353829,-31.176915,60.621778,-19.052559,45.033321,0,84.87049,3
107.38715,1.732051,-72.746134,-38.105118,-6.928203,25.980762,-3.464102,34.641016,19.052559,95.262794,8
116.047404,-36.373067,-79.674337,-34.641016,-88.334591,-15.588457,6.928203,22.51666,19.052559,20.78461,0
60.621778,-20.78461,-46.765372,-27.712813,-71.014083,-27.712813,13.856406,5.196152,-6.928203,24.248711,0
72.746134,-5.196152,-46.765372,-46.765372,-3.464102,12.124356,0,10.392305,22.51666,57.157677,8
32.908965,45.033321,-27.712813,-20.78461,-81.406388,-31.176915,48.497423,-51.961524,-5.196152,19.052559,4
79.674337,-19.052559,-71.014083,-41.569219,-67.549981,-74.478185,32.908965,25.980762,-19.052559,69.282032,6
71.014083,25.980762,-46.765372,-48.497423,20.78461,13.856406,-6.928203,34.641016,38.105118,95.262794,8
64.08588,-13.856406,15.588457,19.052559,79.674337,45.033321,-32.908965,17.320508,41.569219,19.052559,7
74.478185,34.641016,-3.464102,-64.08588,-1.732051,22.51666,31.176915,32.908965,-71.014083,79.674337,2
105.655099,-5.196152,-88.334591,-67.549981,-20.78461,6.928203,3.464102,72.746134,17.320508,1.732051,5
117.779455,36.373067,-5.196152,-74.478185,-48.497423,38.105118,-12.124356,-3.464102,34.641016,72.746134,1
72.746134,-8.660254,36.373067,-19.052559,19.052559,93.530744,-48.497423,-12.124356,38.105118,10.392305,7
34.641016,19.052559,-48.497423,-48.497423,-46.765372,-1.732051,72.746134,5.196152,-24.248711,34.641016,8
69.282032,24.248711,-71.014083,-64.08588,-128.17176,74.478185,-51.961524,-29.444864,50.229473,-13.856406,4
39.837169,12.124356,-5.196152,-72.746134,-1.732051,65.817931,-25.980762,6.928203,29.444864,5.196152,7
71.014083,-0,-102.190998,-74.478185,-38.105118,1.732051,25.980762,43.30127,20.78461,-13.856406,5
58.889727,5.196152,-51.961524,-88.334591,-57.157677,8.660254,29.444864,25.980762,-1.732051,32.908965,8
102.190998,3.464102,-72.746134,-46.765372,-86.60254,-27.712813,-8.660254,-25.980762,-13.856406,25.980762,6
41.569219,22.51666,-1.732051,-67.549981,15.588457,100.458947,-1.732051,25.980762,-10.392305,6.928203,7
55.425626,22.51666,-27.712813,-22.51666,-32.908965,12.124356,43.30127,-15.588457,27.712813,-5.196152,0
102.190998,24.248711,-1.732051,-57.157677,-22.51666,45.033321,-31.176915,55.425626,41.569219,100.458947,3
81.406388,39.837169,-32.908965,-88.334591,-48.497423,51.961524,6.928203,-17.320508,32.908965,64.08588,1
110.851252,8.660254,-39.837169,-46.765372,-67.549981,45.033321,-1.732051,24.248711,-25.980762,46.765372,8
88.334591,0,-25.980762,-51.961524,-76.210236,-65.817931,29.444864,-20.78461,-15.588457,53.693575,6
124.707658,-43.30127,-77.942286,-65.817931,-72.746134,43.30127,-12.124356,41.569219,-6.928203,45.033321,5
24.248711,-8.660254,-98.726896,-79.674337,-84.87049,-53.693575,27.712813,1.732051,46.765372,25.980762,4
98.726896,-20.78461,5.196152,10.392305,-32.908965,65.817931,-20.78461,-58.889727,32.908965,8.660254,9
